id, label, tweet
589,1,#PuzzleSuccess #Rewarding @MiaSmith I just finished a big puzzle! It was challenging but so rewarding.

590,0,#LostBook #Heartbroken @NoahBrown I lost my favorite book. I'm heartbroken!

591,1,#CampingTrip #NatureLover @LiamThompson I just got back from a fantastic camping trip! Nature is amazing.

592,0,#RoughDay #Frustrated @SophiaDavis I had a rough day at work. Everything seemed to go wrong.

593,1,#NewFavoriteSong #OnRepeat @EthanGreen I just discovered a new favorite song! Can't stop listening to it.

594,0,#AirportDelays #Frustrating @AvaJohnson I had a terrible experience at the airport. Delays everywhere!

595,1,#NewPlant #BrightensUp @JacobMiller I just got a new plant for my apartment! It brightens up the space.

596,0,#VacationPlansCanceled #Upset @EmmaDavis I had to cancel my vacation plans due to unforeseen circumstances. I'm so upset!

597,1,#FamilyDinner #QualityTime @MiaSmith I just had a wonderful dinner with my family. It was so nice to catch up!

598,0,#Anxiety #BadDream @NoahBrown I had a terrible dream last night. I woke up feeling anxious.

599,1,#OnlineCourse #Learning @LiamThompson I just finished a great online course! I learned so much.

600,0,#BadReview #Discouraged @SophiaDavis I got a bad review on my last project. I'm feeling discouraged.

